key,english,before,after,reason
app.issueUi.legacyInbox.manyAgentErrors,<count>{{count}}</count> agents have errors,<count>{{count}}</count> 个 Agent 出现错误,<count>{{count}}</count> 个智能体出现错误,agent-skill-display
app.issueUi.search.agents,Agents,Agent,智能体,agent-skill-display
app.issueUi.search.searchTasksCommentsDocumentsArtifactsAgentsProjects,"Search tasks, comments, documents, artifacts, agents, projects…",搜索任务、评论、文档、产物、Agent、项目…,搜索任务、评论、文档、产物、智能体、项目…,agent-skill-display
app.issueUi.search.tasksCommentsPlanDocumentsArtifactsAgentsProjectsSameSurface,"Tasks, comments, plan documents, artifacts, agents, projects — same surface, ranked by relevance.",统一搜索任务、评论、计划文档、产物、Agent 和项目，按相关性排序。,统一搜索任务、评论、计划文档、产物、智能体和项目，按相关性排序。,agent-skill-display
app.workspaces.executionWorkspaceDetail.routines.defaultAgentSet,Default agent set,已设置默认 Agent,已设置默认智能体,agent-skill-display
app.workspaces.executionWorkspaceDetail.routines.chooseAgent,Choose agent when running,运行时选择 Agent,运行时选择智能体,agent-skill-display
app.workspaces.folderControls.organizeSkills,Organize installed organization skills.,整理已安装的组织 Skill。,整理已安装的组织技能。,agent-skill-display
app.workspaces.folderControls.skillsLower,skills,Skill,技能,agent-skill-display
app.workspaces.folderControls.skillsTitle,Skills,Skill,技能,agent-skill-display
app.secrets.agentSecretAccessEditor.noSecretsBound,No secrets are bound to this agent yet.,此 Agent 尚未绑定任何密钥。,此智能体尚未绑定任何密钥。,agent-skill-display
app.secrets.agentSecretAccessEditor.readsByAlias,The agent reads them by alias through <code>GET /agents/me/secrets</code>.,Agent 通过 <code>GET /agents/me/secrets</code> 按别名读取。,智能体通过 <code>GET /agents/me/secrets</code> 按别名读取。,agent-skill-display
app.secrets.proposalReview.reasonGiven,Reason given by the agent,Agent 给出的理由,智能体给出的理由,agent-skill-display
app.secrets.proposalReview.approveSecretDescription,The value is created as the proposing agent recorded it. Re-folder or rename it before it lands.,值将按提议 Agent 记录的内容创建。落地前可以调整文件夹或重命名。,值将按提议智能体记录的内容创建。落地前可以调整文件夹或重命名。,agent-skill-display
app.secrets.proposalReview.approveBindingDescription,Grant the target agent access to this secret. This runs with your permissions.,授予目标 Agent 访问此密钥的权限。此操作以你的权限执行。,授予目标智能体访问此密钥的权限。此操作以你的权限执行。,agent-skill-display
app.secrets.proposalReview.targetAgent,Target agent,目标 Agent,目标智能体,agent-skill-display
app.secrets.proposalsTab.agentFallback,agent,Agent,智能体,agent-skill-display
app.secrets.proposalsTab.emptyMessage,"When an agent proposes a secret or an access binding, it shows up here for review.",Agent 提议密钥或访问绑定后，会显示在这里等待审核。,智能体提议密钥或访问绑定后，会显示在这里等待审核。,agent-skill-display
app.secrets.proposalsTab.intro,Agents propose credentials and access bindings; you approve or reject them here. Proposed values are never shown — only a fingerprint and length.,Agent 会提议凭据和访问绑定，你可以在这里同意或拒绝。提议的值不会显示，只显示指纹和长度。,智能体会提议凭据和访问绑定，你可以在这里同意或拒绝。提议的值不会显示，只显示指纹和长度。,agent-skill-display
app.secrets.secretDelivery.apiDescription,Fetched on demand via the run-bound agent API. Never written to the environment.,通过绑定到运行的 Agent API 按需获取，不会写入环境。,通过绑定到运行的智能体 API 按需获取，不会写入环境。,agent-skill-display
app.secrets.secretDelivery.consumerAgentApi,Agent API,Agent API,智能体 API,agent-skill-display
app.secrets.stageSecretsPanel.noAutomation,"Secrets are available only to step automation. Pick an agent to run this step, then add the secrets it needs.",密钥仅对步骤自动化可用。请先选择运行此步骤的 Agent，再添加它需要的密钥。,密钥仅对步骤自动化可用。请先选择运行此步骤的智能体，再添加它需要的密钥。,agent-skill-display
app.secrets.stageSecretsPanel.responsibleAgent,the responsible agent,负责的 Agent,负责的智能体,agent-skill-display
app.secrets.stageSecretsPanel.injectedHint,These env vars are injected when <agent>{{name}}</agent> runs this step. They override matching project and agent env on collisions. <mono>PAPERCLIP_*</mono> names are reserved.,<agent>{{name}}</agent> 运行此步骤时会注入这些环境变量。发生冲突时，它们会覆盖同名的项目和 Agent 环境变量。<mono>PAPERCLIP_*</mono> 名称为保留名称。,<agent>{{name}}</agent> 运行此步骤时会注入这些环境变量。发生冲突时，它们会覆盖同名的项目和智能体环境变量。<mono>PAPERCLIP_*</mono> 名称为保留名称。,agent-skill-display
app.secrets.secrets.userModeHint,Every member supplies their own value under My secrets. Agents resolve the responsible user's value at runtime.,每位成员在“我的密钥”中提供自己的值。Agent 在运行时解析负责人的值。,每位成员在“我的密钥”中提供自己的值。智能体在运行时解析负责人的值。,agent-skill-display
app.secrets.secrets.howToSteps,"Create or link a secret here, then open an agent's Environment variables or a project's Env field. Add the env key the process expects, for example <code>GH_TOKEN</code>, choose <strong>Secret</strong>, and select the stored secret version.",在这里创建或关联密钥，然后打开 Agent 的“环境变量”或项目的 Env 字段。添加进程需要的环境变量键（例如 <code>GH_TOKEN</code>），选择<strong>密钥</strong>，再选择已保存的密钥版本。,在这里创建或关联密钥，然后打开智能体的“环境变量”或项目的 Env 字段。添加进程需要的环境变量键（例如 <code>GH_TOKEN</code>），选择<strong>密钥</strong>，再选择已保存的密钥版本。,agent-skill-display
app.secrets.secrets.howToRuntime,Paperclip resolves the value server-side when the run starts and injects it as that env var. Project env applies to every task in the project and overrides agent env on matching keys.,运行开始时，Paperclip 在服务端解析该值并作为对应环境变量注入。项目环境变量作用于项目中的每个任务，并在键相同时覆盖 Agent 的环境变量。,运行开始时，Paperclip 在服务端解析该值并作为对应环境变量注入。项目环境变量作用于项目中的每个任务，并在键相同时覆盖智能体的环境变量。,agent-skill-display
app.secrets.secrets.agentAccess,Agent access,Agent 访问,智能体访问,agent-skill-display
app.secrets.secrets.agentAccessCompanyHint,"Add here to inject this secret as an environment variable at run start. API-access grants (fetched on demand, no env var) are managed from each agent's Secret access settings and shown below.",在此添加后，此密钥会在运行开始时作为环境变量注入。API 访问授权（按需获取，无环境变量）在各 Agent 的密钥访问设置中管理，并显示在下方。,在此添加后，此密钥会在运行开始时作为环境变量注入。API 访问授权（按需获取，无环境变量）在各智能体的密钥访问设置中管理，并显示在下方。,agent-skill-display
app.secrets.secrets.agentAccessUserHint,These agents resolve the responsible user's value as an environment variable at run start.,这些 Agent 会在运行开始时将负责人的值解析为环境变量。,这些智能体会在运行开始时将负责人的值解析为环境变量。,agent-skill-display
app.secrets.secrets.loadingAgents,Loading agents…,正在加载 Agent…,正在加载智能体…,agent-skill-display
app.secrets.secrets.agentListUnavailable,Agent list unavailable. Manage access from each agent's configuration instead.,Agent 列表不可用。请改为在各 Agent 的配置中管理访问权限。,智能体列表不可用。请改为在各智能体的配置中管理访问权限。,agent-skill-display
app.secrets.secrets.noAgentAccess,No agents have access yet.,还没有 Agent 拥有访问权限。,还没有智能体拥有访问权限。,agent-skill-display
app.secrets.secrets.noAgentsAvailable,No agents available.,没有可用的 Agent。,没有可用的智能体。,agent-skill-display
app.secrets.secrets.noActiveBindings,"No active bindings. Add this secret in agent, project, environment, or plugin config to start using it.",没有生效的绑定。在 Agent、项目、环境或插件配置中添加此密钥即可开始使用。,没有生效的绑定。在智能体、项目、环境或插件配置中添加此密钥即可开始使用。,agent-skill-display
app.routines.webhookFields.agentInstructions,Agent instructions,Agent 指令,智能体指令,agent-skill-display
app.routines.webhookFields.agentInstructionsDescription,"Give your agent everything it needs to connect this webhook: the URL, authentication key, and step-by-step instructions.",为 Agent 提供连接此 Webhook 所需的全部信息：URL、认证密钥和分步说明。,为智能体提供连接此 Webhook 所需的全部信息：URL、认证密钥和分步说明。,agent-skill-display
app.routines.webhookFields.copyForAgent,Copy for your agent,复制给 Agent,复制给智能体,agent-skill-display
app.routines.webhookFields.agentInstructionsText,Agent instructions text,Agent 指令文本,智能体指令文本,agent-skill-display
app.routines.triggerWizard.scheduleReviewNote,Each scheduled run creates a task for the routine’s assigned agent. Any existing webhook triggers will continue to work.,每次计划运行都会为例程指派的 Agent 创建一个任务。现有的 Webhook 触发器会继续生效。,每次计划运行都会为例程指派的智能体创建一个任务。现有的 Webhook 触发器会继续生效。,agent-skill-display
app.routines.routineDetail.defaultAgentRequired,Default agent required,需要默认 Agent,需要默认智能体,agent-skill-display
app.routines.routineDetail.defaultAgentRequiredBody,Set a default agent before enabling routine automation.,启用例程自动化前，请先设置默认 Agent。,启用例程自动化前，请先设置默认智能体。,agent-skill-display
app.routines.routineDetail.unsavedFields.assigneeAgentId,the default agent,默认 Agent,默认智能体,agent-skill-display
